,greatersydney,rings,lga,dwellingtype,bedrooms,wrent_median,new_bonds_no,total_bonds_held,date
670694,Greater Sydney,Outer Ring,Camden,House,1 Bedroom,373.0,s,180,2023-03-31
670695,Greater Sydney,Outer Ring,Camden,House,Not Specified,630.0,316,970,2023-03-31
670696,Greater Sydney,Outer Ring,Camden,House,2 Bedrooms,450.0,40,246,2023-03-31
670697,Greater Sydney,Outer Ring,Camden,House,3 Bedrooms,590.0,94,"1,526",2023-03-31
670698,Greater Sydney,Outer Ring,Camden,House,4 or more Bedrooms,680.0,361,"4,695",2023-03-31
670699,Greater Sydney,Outer Ring,Camden,Other,Total,430.0,31,420,2023-03-31
670700,Greater Sydney,Outer Ring,Camden,Other,Bedsitter,,,,2023-03-31
670701,Greater Sydney,Outer Ring,Camden,Other,1 Bedroom,,,60,2023-03-31
670702,Greater Sydney,Outer Ring,Camden,Other,Not Specified,,,111,2023-03-31
670703,Greater Sydney,Outer Ring,Camden,Other,2 Bedrooms,,,103,2023-03-31
670704,Greater Sydney,Outer Ring,Camden,Other,3 Bedrooms,,,65,2023-03-31
670705,Greater Sydney,Outer Ring,Camden,Other,4 or more Bedrooms,,,71,2023-03-31
670706,Greater Sydney,Outer Ring,Camden,Townhouse,Total,565.0,s,330,2023-03-31
670707,Greater Sydney,Outer Ring,Camden,Townhouse,1 Bedroom,,,38,2023-03-31
670708,Greater Sydney,Outer Ring,Camden,Townhouse,Not Specified,,,s,2023-03-31
670709,Greater Sydney,Outer Ring,Camden,Townhouse,2 Bedrooms,,,80,2023-03-31
670710,Greater Sydney,Outer Ring,Camden,Townhouse,3 Bedrooms,,,122,2023-03-31
670711,Greater Sydney,Outer Ring,Camden,Townhouse,4 or more Bedrooms,,,77,2023-03-31
670712,Greater Sydney,Outer Ring,Camden,Flat/Unit,Total,400.0,63,523,2023-03-31
670713,Greater Sydney,Outer Ring,Camden,Flat/Unit,Bedsitter,,,,2023-03-31
670714,Greater Sydney,Outer Ring,Camden,Flat/Unit,1 Bedroom,375.0,s,204,2023-03-31
670715,Greater Sydney,Outer Ring,Camden,Flat/Unit,Not Specified,,,s,2023-03-31
670716,Greater Sydney,Outer Ring,Camden,Flat/Unit,2 Bedrooms,420.0,s,244,2023-03-31
670717,Greater Sydney,Outer Ring,Camden,Flat/Unit,3 Bedrooms,,,38,2023-03-31
670718,Greater Sydney,Outer Ring,Camden,Flat/Unit,4 or more Bedrooms,,,,2023-03-31
670726,Greater Sydney,Outer Ring,Campbelltown,House,Total,500.0,931,"10,139",2023-03-31
670727,Greater Sydney,Outer Ring,Campbelltown,House,Bedsitter,,,s,2023-03-31
670728,Greater Sydney,Outer Ring,Campbelltown,House,1 Bedroom,340.0,s,130,2023-03-31
670729,Greater Sydney,Outer Ring,Campbelltown,House,Not Specified,470.0,354,"1,278",2023-03-31
670730,Greater Sydney,Outer Ring,Campbelltown,House,2 Bedrooms,400.0,104,862,2023-03-31
670731,Greater Sydney,Outer Ring,Campbelltown,House,3 Bedrooms,500.0,270,"4,776",2023-03-31
670732,Greater Sydney,Outer Ring,Campbelltown,House,4 or more Bedrooms,650.0,182,"3,082",2023-03-31
670733,Greater Sydney,Outer Ring,Campbelltown,Other,Total,400.0,56,"1,396",2023-03-31
670734,Greater Sydney,Outer Ring,Campbelltown,Other,Bedsitter,,,s,2023-03-31
670735,Greater Sydney,Outer Ring,Campbelltown,Other,1 Bedroom,,,139,2023-03-31
670736,Greater Sydney,Outer Ring,Campbelltown,Other,Not Specified,,,391,2023-03-31
670737,Greater Sydney,Outer Ring,Campbelltown,Other,2 Bedrooms,400.0,s,478,2023-03-31
670738,Greater Sydney,Outer Ring,Campbelltown,Other,3 Bedrooms,,,285,2023-03-31
670739,Greater Sydney,Outer Ring,Campbelltown,Other,4 or more Bedrooms,,,85,2023-03-31
670740,Greater Sydney,Outer Ring,Campbelltown,Townhouse,Total,450.0,57,"1,540",2023-03-31
670741,Greater Sydney,Outer Ring,Campbelltown,Townhouse,Bedsitter,,,,2023-03-31
670742,Greater Sydney,Outer Ring,Campbelltown,Townhouse,1 Bedroom,,,s,2023-03-31
670743,Greater Sydney,Outer Ring,Campbelltown,Townhouse,Not Specified,,,49,2023-03-31
670744,Greater Sydney,Outer Ring,Campbelltown,Townhouse,2 Bedrooms,420.0,s,704,2023-03-31
670745,Greater Sydney,Outer Ring,Campbelltown,Townhouse,3 Bedrooms,480.0,s,623,2023-03-31
670746,Greater Sydney,Outer Ring,Campbelltown,Townhouse,4 or more Bedrooms,,,132,2023-03-31
670747,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,Total,420.0,133,"2,137",2023-03-31
670748,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,Bedsitter,,,,2023-03-31
670749,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,1 Bedroom,350.0,s,262,2023-03-31
670750,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,Not Specified,,,56,2023-03-31
670751,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,2 Bedrooms,420.0,96,"1,571",2023-03-31
670752,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,3 Bedrooms,,,230,2023-03-31
670753,Greater Sydney,Outer Ring,Campbelltown,Flat/Unit,4 or more Bedrooms,,,,2023-03-31
670761,Greater Sydney,Outer Ring,Central Coast,House,Total,550.0,"2,110","20,428",2023-03-31
670762,Greater Sydney,Outer Ring,Central Coast,House,Bedsitter,,,31,2023-03-31
670763,Greater Sydney,Outer Ring,Central Coast,House,1 Bedroom,350.0,92,574,2023-03-31
670764,Greater Sydney,Outer Ring,Central Coast,House,Not Specified,530.0,742,"2,560",2023-03-31
670765,Greater Sydney,Outer Ring,Central Coast,House,2 Bedrooms,450.0,311,"3,706",2023-03-31
670766,Greater Sydney,Outer Ring,Central Coast,House,3 Bedrooms,555.0,584,"8,266",2023-03-31
670767,Greater Sydney,Outer Ring,Central Coast,House,4 or more Bedrooms,710.0,381,"5,291",2023-03-31
670768,Greater Sydney,Outer Ring,Central Coast,Other,Total,400.0,74,"2,160",2023-03-31
670769,Greater Sydney,Outer Ring,Central Coast,Other,Bedsitter,,,37,2023-03-31
670770,Greater Sydney,Outer Ring,Central Coast,Other,1 Bedroom,355.0,s,576,2023-03-31
670771,Greater Sydney,Outer Ring,Central Coast,Other,Not Specified,,,546,2023-03-31
670772,Greater Sydney,Outer Ring,Central Coast,Other,2 Bedrooms,420.0,35,562,2023-03-31
670773,Greater Sydney,Outer Ring,Central Coast,Other,3 Bedrooms,,,356,2023-03-31
670774,Greater Sydney,Outer Ring,Central Coast,Other,4 or more Bedrooms,,,83,2023-03-31
670775,Greater Sydney,Outer Ring,Central Coast,Townhouse,Total,570.0,148,"2,603",2023-03-31
670776,Greater Sydney,Outer Ring,Central Coast,Townhouse,Bedsitter,,,,2023-03-31
670777,Greater Sydney,Outer Ring,Central Coast,Townhouse,1 Bedroom,,,43,2023-03-31
670778,Greater Sydney,Outer Ring,Central Coast,Townhouse,Not Specified,,,69,2023-03-31
670779,Greater Sydney,Outer Ring,Central Coast,Townhouse,2 Bedrooms,493.0,38,726,2023-03-31
670780,Greater Sydney,Outer Ring,Central Coast,Townhouse,3 Bedrooms,613.0,88,"1,619",2023-03-31
670781,Greater Sydney,Outer Ring,Central Coast,Townhouse,4 or more Bedrooms,,,143,2023-03-31
670782,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,Total,450.0,439,"6,971",2023-03-31
670783,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,Bedsitter,,,62,2023-03-31
670784,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,1 Bedroom,360.0,99,"1,475",2023-03-31
670785,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,Not Specified,440.0,s,267,2023-03-31
670786,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,2 Bedrooms,450.0,256,"4,111",2023-03-31
670787,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,3 Bedrooms,565.0,54,"1,002",2023-03-31
670788,Greater Sydney,Outer Ring,Central Coast,Flat/Unit,4 or more Bedrooms,,,54,2023-03-31
670796,Greater Sydney,Outer Ring,Fairfield,House,Total,540.0,537,"7,962",2023-03-31
670797,Greater Sydney,Outer Ring,Fairfield,House,Bedsitter,,,,2023-03-31
670798,Greater Sydney,Outer Ring,Fairfield,House,1 Bedroom,315.0,s,98,2023-03-31
670799,Greater Sydney,Outer Ring,Fairfield,House,Not Specified,500.0,151,617,2023-03-31
670800,Greater Sydney,Outer Ring,Fairfield,House,2 Bedrooms,430.0,61,839,2023-03-31
670801,Greater Sydney,Outer Ring,Fairfield,House,3 Bedrooms,550.0,209,"4,180",2023-03-31
670802,Greater Sydney,Outer Ring,Fairfield,House,4 or more Bedrooms,700.0,104,"2,225",2023-03-31
670803,Greater Sydney,Outer Ring,Fairfield,Other,Total,408.0,190,"3,142",2023-03-31
670804,Greater Sydney,Outer Ring,Fairfield,Other,Bedsitter,,,s,2023-03-31
670805,Greater Sydney,Outer Ring,Fairfield,Other,1 Bedroom,250.0,s,374,2023-03-31
670806,Greater Sydney,Outer Ring,Fairfield,Other,Not Specified,430.0,36,471,2023-03-31
670807,Greater Sydney,Outer Ring,Fairfield,Other,2 Bedrooms,390.0,83,"1,170",2023-03-31
670808,Greater Sydney,Outer Ring,Fairfield,Other,3 Bedrooms,520.0,s,824,2023-03-31
670809,Greater Sydney,Outer Ring,Fairfield,Other,4 or more Bedrooms,710.0,s,290,2023-03-31
670810,Greater Sydney,Outer Ring,Fairfield,Townhouse,Total,463.0,40,"1,629",2023-03-31
670811,Greater Sydney,Outer Ring,Fairfield,Townhouse,Bedsitter,,,,2023-03-31
670812,Greater Sydney,Outer Ring,Fairfield,Townhouse,1 Bedroom,,,35,2023-03-31
670813,Greater Sydney,Outer Ring,Fairfield,Townhouse,Not Specified,,,46,2023-03-31
670814,Greater Sydney,Outer Ring,Fairfield,Townhouse,2 Bedrooms,430.0,s,369,2023-03-31
670815,Greater Sydney,Outer Ring,Fairfield,Townhouse,3 Bedrooms,530.0,s,962,2023-03-31
670816,Greater Sydney,Outer Ring,Fairfield,Townhouse,4 or more Bedrooms,,,215,2023-03-31
670817,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,Total,350.0,276,"4,904",2023-03-31
670818,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,Bedsitter,,,s,2023-03-31
670819,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,1 Bedroom,300.0,40,694,2023-03-31
670820,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,Not Specified,320.0,s,148,2023-03-31
670821,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,2 Bedrooms,360.0,206,"3,578",2023-03-31
670822,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,3 Bedrooms,530.0,s,433,2023-03-31
670823,Greater Sydney,Outer Ring,Fairfield,Flat/Unit,4 or more Bedrooms,,,34,2023-03-31
670831,Greater Sydney,Outer Ring,Hawkesbury,House,Total,550.0,271,"3,068",2023-03-31
670832,Greater Sydney,Outer Ring,Hawkesbury,House,Bedsitter,,,,2023-03-31
670833,Greater Sydney,Outer Ring,Hawkesbury,House,1 Bedroom,,,56,2023-03-31
670834,Greater Sydney,Outer Ring,Hawkesbury,House,Not Specified,533.0,84,322,2023-03-31
670835,Greater Sydney,Outer Ring,Hawkesbury,House,2 Bedrooms,440.0,s,330,2023-03-31
670836,Greater Sydney,Outer Ring,Hawkesbury,House,3 Bedrooms,540.0,89,"1,533",2023-03-31
670837,Greater Sydney,Outer Ring,Hawkesbury,House,4 or more Bedrooms,700.0,59,821,2023-03-31
670838,Greater Sydney,Outer Ring,Hawkesbury,Other,Total,283.0,s,349,2023-03-31
670839,Greater Sydney,Outer Ring,Hawkesbury,Other,Bedsitter,,,31,2023-03-31
670840,Greater Sydney,Outer Ring,Hawkesbury,Other,1 Bedroom,,,77,2023-03-31
670841,Greater Sydney,Outer Ring,Hawkesbury,Other,Not Specified,,,63,2023-03-31
670842,Greater Sydney,Outer Ring,Hawkesbury,Other,2 Bedrooms,,,69,2023-03-31
670843,Greater Sydney,Outer Ring,Hawkesbury,Other,3 Bedrooms,,,87,2023-03-31
670844,Greater Sydney,Outer Ring,Hawkesbury,Other,4 or more Bedrooms,,,s,2023-03-31
670845,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,Total,480.0,s,485,2023-03-31
670846,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,1 Bedroom,,,,2023-03-31
670847,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,Not Specified,,,s,2023-03-31
670848,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,2 Bedrooms,,,144,2023-03-31
670849,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,3 Bedrooms,550.0,s,282,2023-03-31
670850,Greater Sydney,Outer Ring,Hawkesbury,Townhouse,4 or more Bedrooms,,,44,2023-03-31
670851,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,Total,380.0,38,644,2023-03-31
670852,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,1 Bedroom,275.0,s,147,2023-03-31
670853,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,Not Specified,,,s,2023-03-31
670854,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,2 Bedrooms,400.0,s,400,2023-03-31
670855,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,3 Bedrooms,,,75,2023-03-31
670856,Greater Sydney,Outer Ring,Hawkesbury,Flat/Unit,4 or more Bedrooms,,,,2023-03-31
670864,Greater Sydney,Outer Ring,Hornsby,House,Total,725.0,491,"4,362",2023-03-31
670865,Greater Sydney,Outer Ring,Hornsby,House,Bedsitter,,,,2023-03-31
670866,Greater Sydney,Outer Ring,Hornsby,House,1 Bedroom,360.0,s,98,2023-03-31
670867,Greater Sydney,Outer Ring,Hornsby,House,Not Specified,650.0,221,699,2023-03-31
670868,Greater Sydney,Outer Ring,Hornsby,House,2 Bedrooms,530.0,50,447,2023-03-31
670869,Greater Sydney,Outer Ring,Hornsby,House,3 Bedrooms,720.0,75,"1,364",2023-03-31
670870,Greater Sydney,Outer Ring,Hornsby,House,4 or more Bedrooms,950.0,133,"1,748",2023-03-31
670871,Greater Sydney,Outer Ring,Hornsby,Other,Total,450.0,s,644,2023-03-31
670872,Greater Sydney,Outer Ring,Hornsby,Other,Bedsitter,,,s,2023-03-31
670873,Greater Sydney,Outer Ring,Hornsby,Other,1 Bedroom,,,72,2023-03-31
670874,Greater Sydney,Outer Ring,Hornsby,Other,Not Specified,,,268,2023-03-31
670875,Greater Sydney,Outer Ring,Hornsby,Other,2 Bedrooms,,,148,2023-03-31
670876,Greater Sydney,Outer Ring,Hornsby,Other,3 Bedrooms,,,93,2023-03-31
670877,Greater Sydney,Outer Ring,Hornsby,Other,4 or more Bedrooms,,,49,2023-03-31
670878,Greater Sydney,Outer Ring,Hornsby,Townhouse,Total,650.0,44,739,2023-03-31
670879,Greater Sydney,Outer Ring,Hornsby,Townhouse,1 Bedroom,,,s,2023-03-31
670880,Greater Sydney,Outer Ring,Hornsby,Townhouse,Not Specified,,,s,2023-03-31
670881,Greater Sydney,Outer Ring,Hornsby,Townhouse,2 Bedrooms,600.0,s,153,2023-03-31
670882,Greater Sydney,Outer Ring,Hornsby,Townhouse,3 Bedrooms,750.0,s,460,2023-03-31
670883,Greater Sydney,Outer Ring,Hornsby,Townhouse,4 or more Bedrooms,,,81,2023-03-31
670884,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,Total,540.0,478,"5,518",2023-03-31
670885,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,Bedsitter,340.0,s,58,2023-03-31
670886,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,1 Bedroom,450.0,123,"1,261",2023-03-31
670887,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,Not Specified,520.0,s,195,2023-03-31
670888,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,2 Bedrooms,560.0,273,"3,547",2023-03-31
670889,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,3 Bedrooms,700.0,44,436,2023-03-31
670890,Greater Sydney,Outer Ring,Hornsby,Flat/Unit,4 or more Bedrooms,,,s,2023-03-31
670898,Greater Sydney,Outer Ring,Liverpool,House,Total,580.0,"1,087","10,378",2023-03-31
670899,Greater Sydney,Outer Ring,Liverpool,House,Bedsitter,,,s,2023-03-31
670900,Greater Sydney,Outer Ring,Liverpool,House,1 Bedroom,400.0,s,134,2023-03-31
670901,Greater Sydney,Outer Ring,Liverpool,House,Not Specified,530.0,480,"1,492",2023-03-31
670902,Greater Sydney,Outer Ring,Liverpool,House,2 Bedrooms,420.0,87,766,2023-03-31
670903,Greater Sydney,Outer Ring,Liverpool,House,3 Bedrooms,560.0,207,"3,794",2023-03-31
670904,Greater Sydney,Outer Ring,Liverpool,House,4 or more Bedrooms,720.0,286,"4,176",2023-03-31
670905,Greater Sydney,Outer Ring,Liverpool,Other,Total,405.0,162,"2,273",2023-03-31
670906,Greater Sydney,Outer Ring,Liverpool,Other,Bedsitter,,,,2023-03-31
670907,Greater Sydney,Outer Ring,Liverpool,Other,1 Bedroom,220.0,s,222,2023-03-31
670908,Greater Sydney,Outer Ring,Liverpool,Other,Not Specified,415.0,86,983,2023-03-31
670909,Greater Sydney,Outer Ring,Liverpool,Other,2 Bedrooms,400.0,38,535,2023-03-31
670910,Greater Sydney,Outer Ring,Liverpool,Other,3 Bedrooms,535.0,s,352,2023-03-31
670911,Greater Sydney,Outer Ring,Liverpool,Other,4 or more Bedrooms,,,171,2023-03-31
670912,Greater Sydney,Outer Ring,Liverpool,Townhouse,Total,495.0,57,"1,469",2023-03-31
670913,Greater Sydney,Outer Ring,Liverpool,Townhouse,Bedsitter,,,,2023-03-31
670914,Greater Sydney,Outer Ring,Liverpool,Townhouse,1 Bedroom,,,38,2023-03-31
670915,Greater Sydney,Outer Ring,Liverpool,Townhouse,Not Specified,,,60,2023-03-31
670916,Greater Sydney,Outer Ring,Liverpool,Townhouse,2 Bedrooms,440.0,s,370,2023-03-31
670917,Greater Sydney,Outer Ring,Liverpool,Townhouse,3 Bedrooms,570.0,s,804,2023-03-31
670918,Greater Sydney,Outer Ring,Liverpool,Townhouse,4 or more Bedrooms,,,194,2023-03-31
670919,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Total,470.0,583,"6,962",2023-03-31
670920,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Bedsitter,,,s,2023-03-31
670921,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,1 Bedroom,410.0,120,"1,096",2023-03-31
670922,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Not Specified,500.0,53,488,2023-03-31
670923,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,2 Bedrooms,480.0,352,"4,715",2023-03-31
670924,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,3 Bedrooms,565.0,52,606,2023-03-31
670925,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,4 or more Bedrooms,,,33,2023-03-31
670933,Greater Sydney,Outer Ring,Northern Beaches,House,Total,995.0,971,"6,795",2023-03-31
670934,Greater Sydney,Outer Ring,Northern Beaches,House,Bedsitter,,,s,2023-03-31
670935,Greater Sydney,Outer Ring,Northern Beaches,House,1 Bedroom,540.0,35,239,2023-03-31
670936,Greater Sydney,Outer Ring,Northern Beaches,House,Not Specified,800.0,489,"1,536",2023-03-31
670937,Greater Sydney,Outer Ring,Northern Beaches,House,2 Bedrooms,750.0,101,879,2023-03-31
670938,Greater Sydney,Outer Ring,Northern Beaches,House,3 Bedrooms,1100.0,141,"1,917",2023-03-31
670939,Greater Sydney,Outer Ring,Northern Beaches,House,4 or more Bedrooms,1500.0,203,"2,210",2023-03-31
670940,Greater Sydney,Outer Ring,Northern Beaches,Other,Total,655.0,s,"1,203",2023-03-31
670941,Greater Sydney,Outer Ring,Northern Beaches,Other,Bedsitter,,,74,2023-03-31
670942,Greater Sydney,Outer Ring,Northern Beaches,Other,1 Bedroom,,,240,2023-03-31
670943,Greater Sydney,Outer Ring,Northern Beaches,Other,Not Specified,,,312,2023-03-31
670944,Greater Sydney,Outer Ring,Northern Beaches,Other,2 Bedrooms,,,349,2023-03-31
670945,Greater Sydney,Outer Ring,Northern Beaches,Other,3 Bedrooms,,,173,2023-03-31
670946,Greater Sydney,Outer Ring,Northern Beaches,Other,4 or more Bedrooms,,,55,2023-03-31
670947,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Total,923.0,64,"1,130",2023-03-31
670948,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Bedsitter,,,,2023-03-31
670949,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,1 Bedroom,,,75,2023-03-31
670950,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Not Specified,,,33,2023-03-31
670951,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,2 Bedrooms,733.0,s,359,2023-03-31
670952,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,3 Bedrooms,1165.0,s,557,2023-03-31
670953,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,4 or more Bedrooms,,,104,2023-03-31
670954,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Total,695.0,"1,067","15,581",2023-03-31
670955,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Bedsitter,,,137,2023-03-31
670956,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,1 Bedroom,550.0,318,"4,452",2023-03-31
670957,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Not Specified,665.0,50,415,2023-03-31
670958,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,2 Bedrooms,720.0,597,"9,089",2023-03-31
670959,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,3 Bedrooms,1150.0,95,"1,385",2023-03-31
670960,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,4 or more Bedrooms,,,103,2023-03-31
670968,Greater Sydney,Outer Ring,Penrith,House,Total,520.0,"1,255","13,395",2023-03-31
670969,Greater Sydney,Outer Ring,Penrith,House,Bedsitter,,,s,2023-03-31
670970,Greater Sydney,Outer Ring,Penrith,House,1 Bedroom,390.0,s,179,2023-03-31
670971,Greater Sydney,Outer Ring,Penrith,House,Not Specified,500.0,518,"1,766",2023-03-31
670972,Greater Sydney,Outer Ring,Penrith,House,2 Bedrooms,400.0,123,"1,122",2023-03-31
670973,Greater Sydney,Outer Ring,Penrith,House,3 Bedrooms,500.0,331,"6,280",2023-03-31
670974,Greater Sydney,Outer Ring,Penrith,House,4 or more Bedrooms,660.0,256,"4,021",2023-03-31
670975,Greater Sydney,Outer Ring,Penrith,Other,Total,400.0,77,"1,840",2023-03-31
670976,Greater Sydney,Outer Ring,Penrith,Other,Bedsitter,,,49,2023-03-31
670977,Greater Sydney,Outer Ring,Penrith,Other,1 Bedroom,330.0,s,237,2023-03-31
670978,Greater Sydney,Outer Ring,Penrith,Other,Not Specified,,,405,2023-03-31
670979,Greater Sydney,Outer Ring,Penrith,Other,2 Bedrooms,393.0,s,516,2023-03-31
670980,Greater Sydney,Outer Ring,Penrith,Other,3 Bedrooms,475.0,s,475,2023-03-31
670981,Greater Sydney,Outer Ring,Penrith,Other,4 or more Bedrooms,,,158,2023-03-31
670982,Greater Sydney,Outer Ring,Penrith,Townhouse,Total,480.0,159,"2,705",2023-03-31
670983,Greater Sydney,Outer Ring,Penrith,Townhouse,Bedsitter,,,,2023-03-31
670984,Greater Sydney,Outer Ring,Penrith,Townhouse,1 Bedroom,,,32,2023-03-31
670985,Greater Sydney,Outer Ring,Penrith,Townhouse,Not Specified,,,72,2023-03-31
670986,Greater Sydney,Outer Ring,Penrith,Townhouse,2 Bedrooms,450.0,s,388,2023-03-31
670987,Greater Sydney,Outer Ring,Penrith,Townhouse,3 Bedrooms,480.0,101,"1,784",2023-03-31
670988,Greater Sydney,Outer Ring,Penrith,Townhouse,4 or more Bedrooms,563.0,s,427,2023-03-31
670989,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Total,420.0,379,"5,072",2023-03-31
670990,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Bedsitter,,,31,2023-03-31
670991,Greater Sydney,Outer Ring,Penrith,Flat/Unit,1 Bedroom,400.0,76,843,2023-03-31
670992,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Not Specified,318.0,s,139,2023-03-31
670993,Greater Sydney,Outer Ring,Penrith,Flat/Unit,2 Bedrooms,420.0,250,"3,598",2023-03-31
670994,Greater Sydney,Outer Ring,Penrith,Flat/Unit,3 Bedrooms,480.0,36,413,2023-03-31
670995,Greater Sydney,Outer Ring,Penrith,Flat/Unit,4 or more Bedrooms,,,48,2023-03-31
671003,Greater Sydney,Outer Ring,Sutherland Shire,House,Total,750.0,712,"4,907",2023-03-31
671004,Greater Sydney,Outer Ring,Sutherland Shire,House,Bedsitter,,,,2023-03-31
671005,Greater Sydney,Outer Ring,Sutherland Shire,House,1 Bedroom,400.0,s,109,2023-03-31
671006,Greater Sydney,Outer Ring,Sutherland Shire,House,Not Specified,650.0,292,963,2023-03-31
671007,Greater Sydney,Outer Ring,Sutherland Shire,House,2 Bedrooms,577.0,84,594,2023-03-31
671008,Greater Sydney,Outer Ring,Sutherland Shire,House,3 Bedrooms,800.0,136,"1,717",2023-03-31
671009,Greater Sydney,Outer Ring,Sutherland Shire,House,4 or more Bedrooms,1100.0,174,"1,520",2023-03-31
