,greatersydney,rings,lga,dwellingtype,sales_price_median,sales_price_mean,sales_no,date
56735,Greater Sydney,Outer Ring,Fairfield,Non Strata,980.0,1025.0,252.0,2023-03-31
56736,Greater Sydney,Outer Ring,Fairfield,Strata,482.0,501.0,99.0,2023-03-31
56738,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,920.0,1097.0,157.0,2023-03-31
56739,Greater Sydney,Outer Ring,Hawkesbury,Strata,625.0,604.0,20.0,2023-03-31
56741,Greater Sydney,Outer Ring,Hornsby,Non Strata,1800.0,1896.0,246.0,2023-03-31
56742,Greater Sydney,Outer Ring,Hornsby,Strata,714.0,811.0,168.0,2023-03-31
56744,Greater Sydney,Outer Ring,Liverpool,Non Strata,990.0,1030.0,340.0,2023-03-31
56745,Greater Sydney,Outer Ring,Liverpool,Strata,528.0,544.0,214.0,2023-03-31
56747,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2420.0,2730.0,381.0,2023-03-31
56748,Greater Sydney,Outer Ring,Northern Beaches,Strata,1105.0,1255.0,360.0,2023-03-31
56750,Greater Sydney,Outer Ring,Penrith,Non Strata,867.0,919.0,436.0,2023-03-31
56751,Greater Sydney,Outer Ring,Penrith,Strata,575.0,546.0,230.0,2023-03-31
56753,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1571.0,1701.0,352.0,2023-03-31
56754,Greater Sydney,Outer Ring,Sutherland Shire,Strata,838.0,926.0,354.0,2023-03-31
56756,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1751.0,1844.0,394.0,2023-03-31
56757,Greater Sydney,Outer Ring,The Hills Shire,Strata,791.0,834.0,164.0,2023-03-31
56759,Greater Sydney,Outer Ring,Wollondilly,Non Strata,950.0,1111.0,147.0,2023-03-31
56760,Greater Sydney,Outer Ring,Wollondilly,Strata,625.0,,5.0,2023-03-31
59445,Greater Sydney,Inner Ring,Inner West,Non Strata,2040.0,2160.0,392.0,2023-06-30
59446,Greater Sydney,Inner Ring,Inner West,Strata,875.0,923.0,394.0,2023-06-30
59448,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3520.0,3827.0,36.0,2023-06-30
59449,Greater Sydney,Inner Ring,Lane Cove,Strata,966.0,1112.0,179.0,2023-06-30
59451,Greater Sydney,Inner Ring,Mosman,Non Strata,4300.0,5476.0,39.0,2023-06-30
59452,Greater Sydney,Inner Ring,Mosman,Strata,1430.0,1636.0,82.0,2023-06-30
59454,Greater Sydney,Inner Ring,North Sydney,Non Strata,3375.0,3775.0,52.0,2023-06-30
59455,Greater Sydney,Inner Ring,North Sydney,Strata,1200.0,1389.0,379.0,2023-06-30
59457,Greater Sydney,Inner Ring,Randwick,Non Strata,2870.0,3290.0,160.0,2023-06-30
59458,Greater Sydney,Inner Ring,Randwick,Strata,1050.0,1191.0,316.0,2023-06-30
59460,Greater Sydney,Inner Ring,Sydney,Non Strata,1885.0,2113.0,176.0,2023-06-30
59461,Greater Sydney,Inner Ring,Sydney,Strata,970.0,1110.0,1156.0,2023-06-30
59463,Greater Sydney,Inner Ring,Waverley,Non Strata,4075.0,4606.0,72.0,2023-06-30
59464,Greater Sydney,Inner Ring,Waverley,Strata,1455.0,1632.0,250.0,2023-06-30
59466,Greater Sydney,Inner Ring,Woollahra,Non Strata,4240.0,5440.0,88.0,2023-06-30
59467,Greater Sydney,Inner Ring,Woollahra,Strata,1580.0,2300.0,179.0,2023-06-30
59472,Greater Sydney,Middle Ring,Bayside,Non Strata,1655.0,1752.0,170.0,2023-06-30
59473,Greater Sydney,Middle Ring,Bayside,Strata,735.0,777.0,561.0,2023-06-30
59475,Greater Sydney,Middle Ring,Burwood,Non Strata,2128.0,2177.0,42.0,2023-06-30
59476,Greater Sydney,Middle Ring,Burwood,Strata,900.0,940.0,119.0,2023-06-30
59478,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2613.0,2874.0,124.0,2023-06-30
59479,Greater Sydney,Middle Ring,Canada Bay,Strata,1050.0,1197.0,256.0,2023-06-30
59481,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1325.0,1368.0,682.0,2023-06-30
59482,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,560.0,589.0,514.0,2023-06-30
59484,Greater Sydney,Middle Ring,Cumberland,Non Strata,1180.0,1220.0,379.0,2023-06-30
59485,Greater Sydney,Middle Ring,Cumberland,Strata,560.0,578.0,424.0,2023-06-30
59487,Greater Sydney,Middle Ring,Georges River,Non Strata,1818.0,1918.0,228.0,2023-06-30
59488,Greater Sydney,Middle Ring,Georges River,Strata,723.0,753.0,377.0,2023-06-30
59490,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3325.0,4182.0,20.0,2023-06-30
59491,Greater Sydney,Middle Ring,Hunters Hill,Strata,949.0,1134.0,20.0,2023-06-30
59493,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3080.0,3321.0,323.0,2023-06-30
59494,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1020.0,1150.0,210.0,2023-06-30
59496,Greater Sydney,Middle Ring,Parramatta,Non Strata,1709.0,1776.0,342.0,2023-06-30
59497,Greater Sydney,Middle Ring,Parramatta,Strata,687.0,726.0,982.0,2023-06-30
59499,Greater Sydney,Middle Ring,Ryde,Non Strata,2433.0,2560.0,216.0,2023-06-30
59500,Greater Sydney,Middle Ring,Ryde,Strata,800.0,853.0,487.0,2023-06-30
59502,Greater Sydney,Middle Ring,Strathfield,Non Strata,3100.0,3202.0,45.0,2023-06-30
59503,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,633.0,154.0,2023-06-30
59505,Greater Sydney,Middle Ring,Willoughby,Non Strata,3320.0,3549.0,107.0,2023-06-30
59506,Greater Sydney,Middle Ring,Willoughby,Strata,1160.0,1227.0,181.0,2023-06-30
59511,Greater Sydney,Outer Ring,Blacktown,Non Strata,1080.0,1095.0,1040.0,2023-06-30
59512,Greater Sydney,Outer Ring,Blacktown,Strata,632.0,646.0,417.0,2023-06-30
59514,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,860.0,918.0,290.0,2023-06-30
59515,Greater Sydney,Outer Ring,Blue Mountains,Strata,639.0,702.0,20.0,2023-06-30
59517,Greater Sydney,Outer Ring,Camden,Non Strata,1050.0,1109.0,363.0,2023-06-30
59518,Greater Sydney,Outer Ring,Camden,Strata,695.0,745.0,20.0,2023-06-30
59520,Greater Sydney,Outer Ring,Campbelltown,Non Strata,835.0,862.0,396.0,2023-06-30
59521,Greater Sydney,Outer Ring,Campbelltown,Strata,535.0,519.0,129.0,2023-06-30
59523,Greater Sydney,Outer Ring,Central Coast,Non Strata,920.0,1034.0,1021.0,2023-06-30
59524,Greater Sydney,Outer Ring,Central Coast,Strata,655.0,702.0,331.0,2023-06-30
59526,Greater Sydney,Outer Ring,Fairfield,Non Strata,1021.0,1062.0,360.0,2023-06-30
59527,Greater Sydney,Outer Ring,Fairfield,Strata,482.0,1018.0,176.0,2023-06-30
59529,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,950.0,1161.0,180.0,2023-06-30
59530,Greater Sydney,Outer Ring,Hawkesbury,Strata,640.0,610.0,20.0,2023-06-30
59532,Greater Sydney,Outer Ring,Hornsby,Non Strata,1900.0,1970.0,317.0,2023-06-30
59533,Greater Sydney,Outer Ring,Hornsby,Strata,745.0,839.0,229.0,2023-06-30
59535,Greater Sydney,Outer Ring,Liverpool,Non Strata,1005.0,1072.0,461.0,2023-06-30
59536,Greater Sydney,Outer Ring,Liverpool,Strata,530.0,529.0,275.0,2023-06-30
59538,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2525.0,2845.0,451.0,2023-06-30
59539,Greater Sydney,Outer Ring,Northern Beaches,Strata,1150.0,1281.0,484.0,2023-06-30
59541,Greater Sydney,Outer Ring,Penrith,Non Strata,895.0,942.0,464.0,2023-06-30
59542,Greater Sydney,Outer Ring,Penrith,Strata,575.0,563.0,236.0,2023-06-30
59544,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1686.0,1820.0,464.0,2023-06-30
59545,Greater Sydney,Outer Ring,Sutherland Shire,Strata,860.0,932.0,460.0,2023-06-30
59547,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1811.0,1903.0,540.0,2023-06-30
59548,Greater Sydney,Outer Ring,The Hills Shire,Strata,780.0,853.0,207.0,2023-06-30
59550,Greater Sydney,Outer Ring,Wollondilly,Non Strata,1070.0,1192.0,170.0,2023-06-30
59551,Greater Sydney,Outer Ring,Wollondilly,Strata,558.0,568.0,20.0,2023-06-30
